Purchase_Order,Vendor,geo_lat,geo_long,Materials,Quantity,Price,Delivery_Date
991,"Fadel, Walker and Hamill",45.5294991,4.6192695,Plastic,546,174,3/15/2021
992,Ortiz LLC,9.2610401,125.9638162,Vinyl,589,889,1/30/2021
993,Johnson-Hoppe,59.3313673,54.337379,Granite,736,3066,2/12/2023
994,Bogan-Ernser,55.6271504,37.864193,Stone,898,1627,7/31/2021
995,Kautzer-Gutmann,56.8335579,24.4954399,Steel,594,2443,4/22/2022
996,Quigley LLC,-15.4524821,-47.6093177,Rubber,13,2931,7/14/2021
997,Waelchi-Hahn,9.9821841,122.7382909,Brass,7,2398,4/27/2022
998,"Feil, Hane and Johnston",31.181726,121.426376,Rubber,716,2738,2/26/2022
999,Hermiston-Lubowitz,14.6611789,121.0226827,Brass,648,607,5/10/2022
1000,"Gaylord, Zieme and Williamson",-6.205673,106.3081194,Aluminum,877,3101,5/15/2022
